ID	Name	Handedness	Height	Weight	Batting Average	Home Runs	Body Mass Index	NZ	Sqrt-HR	BMI-Type	R Handed	L Handed	B Handed	737	316	104	HR Norm	1/Weight
879	Lou Piniella	R	72	182	0.29	102	24.68094136	1	10.09950494	"(23,25]"	1	0	0	102	0	0	138.3989145	0.737
880	Butch Hobson	R	73	193	0.25	98	25.46049916	1	9.899494937	"(25,32]"	1	0	0	98	0	0	132.9715061	0.737
881	John Wathan	R	74	205	0.26	21	26.31756757	1	4.582575695	"(25,32]"	1	0	0	21	0	0	28.49389417	0.737
882	Hal King	L	73	200	0.21	24	26.38393695	1	4.898979486	"(25,32]"	0	1	0	0	24	0	75.94936709	0.316
883	Mike Krukow	R	77	205	0.19	5	24.3067971	1	2.236067977	"(23,25]"	1	0	0	5	0	0	6.784260516	0.737
884	Andres Mora	R	72	180	0.22	27	24.40972222	1	5.196152423	"(23,25]"	1	0	0	27	0	0	36.63500678	0.737
885	Barry Foote	R	75	205	0.23	57	25.62044444	1	7.549834435	"(25,32]"	1	0	0	57	0	0	77.34056988	0.737
886	Ed Ott	L	70	190	0.26	33	27.25918367	1	5.744562647	"(25,32]"	0	1	0	0	33	0	104.4303797	0.316
887	Alan Wiggins	B	74	160	0.26	5	20.54054054	1	2.236067977	"(16,23]"	0	0	1	0	0	5	48.07692308	0.104
888	Ron Clark	R	70	175	0.19	5	25.10714286	1	2.236067977	"(25,32]"	1	0	0	5	0	0	6.784260516	0.737
889	Jay Pettibone	R	76	182	0	0	22.15131579	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
890	Glen Cook	R	71	180	0	0	25.10216227	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
891	Julio Gotay	R	72	180	0.26	6	24.40972222	1	2.449489743	"(23,25]"	1	0	0	6	0	0	8.141112619	0.737
892	Gary Alexander	R	74	195	0.23	55	25.03378378	1	7.416198487	"(25,32]"	1	0	0	55	0	0	74.62686567	0.737
893	Andre Thornton	R	75	200	0.25	253	24.99555556	1	15.90597372	"(23,25]"	1	0	0	253	0	0	343.2835821	0.737
894	Bob Oliver	R	75	205	0.26	94	25.62044444	1	9.695359715	"(25,32]"	1	0	0	94	0	0	127.5440977	0.737
895	Bill Castro	R	71	170	0	0	23.7075977	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
896	Ed Hodge	L	74	192	0	0	24.64864865	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
897	Tom Buskey	R	75	200	0	0	24.99555556	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
898	Bruce Taylor	R	72	178	0	0	24.13850309	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
899	Stan Thomas	R	74	185	0	0	23.75	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
900	Bob Robertson	R	73	195	0.24	115	25.72433853	1	10.72380529	"(25,32]"	1	0	0	115	0	0	156.0379919	0.737
901	Larry Monroe	R	76	200	0	0	24.34210526	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
902	Roger Slagle	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
903	Ollie Brown	R	74	178	0.27	102	22.85135135	1	10.09950494	"(16,23]"	1	0	0	102	0	0	138.3989145	0.737
904	Jim Campbell	L	71	175	0	0	24.40487998	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
905	Frank Quilici	R	73	170	0.21	5	22.42634641	1	2.236067977	"(16,23]"	1	0	0	5	0	0	6.784260516	0.737
906	Curt Kaufman	R	74	175	0	0	22.46621622	0	0	"(16,23]"	1	0	0	0	0	0	0	0.737
907	Joe Pepitone	L	74	185	0.26	219	23.75	1	14.79864859	"(23,25]"	0	1	0	0	219	0	693.0379747	0.316
908	Steve Barber	L	72	195	0.12	5	26.44386574	1	2.236067977	"(25,32]"	0	1	0	0	5	0	15.82278481	0.316
909	De Wayne Vaughn	R	71	180	0	0	25.10216227	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
910	Norm Miller	L	70	185	0.24	24	26.54183673	1	4.898979486	"(25,32]"	0	1	0	0	24	0	75.94936709	0.316
911	Bob Galasso	L	73	205	0	0	27.04353537	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
912	Rich Wortham	R	72	185	0	0	25.08777006	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
913	Bob Chance	L	74	196	0.26	24	25.16216216	1	4.898979486	"(25,32]"	0	1	0	0	24	0	75.94936709	0.316
914	Julio Cruz	B	69	165	0.24	23	24.36357908	1	4.795831523	"(23,25]"	0	0	1	0	0	23	221.1538462	0.104
915	Bill Sample	R	69	175	0.27	46	25.84015963	1	6.782329983	"(25,32]"	1	0	0	46	0	0	62.41519674	0.737
916	Juan Nieves	L	75	175	0	0	21.87111111	0	0	"(16,23]"	0	1	0	0	0	0	0	0.316
917	Mike Bacsik	R	74	180	0	0	23.10810811	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
918	Craig Kusick	R	75	210	0.24	46	26.24533333	1	6.782329983	"(25,32]"	1	0	0	46	0	0	62.41519674	0.737
919	Rudy Meoli	L	69	165	0.21	2	24.36357908	1	1.414213562	"(23,25]"	0	1	0	0	2	0	6.329113924	0.316
920	Ruppert Jones	L	70	170	0.25	147	24.38979592	1	12.12435565	"(23,25]"	0	1	0	0	147	0	465.1898734	0.316
921	Glenn Hoffman	R	73	175	0.24	23	23.08594483	1	4.795831523	"(23,25]"	1	0	0	23	0	0	31.20759837	0.737
922	Russ Gibson	R	73	195	0.23	8	25.72433853	1	2.828427125	"(25,32]"	1	0	0	8	0	0	10.85481682	0.737
923	Phil Huffman	R	74	180	0	0	23.10810811	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
924	Terry Francona	L	73	190	0.27	16	25.0647401	1	4	"(25,32]"	0	1	0	0	16	0	50.63291139	0.316
925	John Bateman	R	75	210	0.23	81	26.24533333	1	9	"(25,32]"	1	0	0	81	0	0	109.9050204	0.737
926	Luis Pujols	R	74	175	0.19	6	22.46621622	1	2.449489743	"(16,23]"	1	0	0	6	0	0	8.141112619	0.737
927	Joe Gaines	R	73	190	0.24	21	25.0647401	1	4.582575695	"(25,32]"	1	0	0	21	0	0	28.49389417	0.737
928	Doug Rader	R	74	208	0.25	155	26.7027027	1	12.4498996	"(25,32]"	1	0	0	155	0	0	210.312076	0.737
929	Mickey Stanley	R	73	185	0.25	117	24.40514168	1	10.81665383	"(23,25]"	1	0	0	117	0	0	158.7516961	0.737
930	Steve Brown	R	77	200	0	0	23.71394839	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
931	Rick Lysander	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
932	Phil Bradley	R	72	185	0.29	78	25.08777006	1	8.831760866	"(25,32]"	1	0	0	78	0	0	105.834464	0.737
933	Winston Llenas	R	70	165	0.23	3	23.67244898	1	1.732050808	"(23,25]"	1	0	0	3	0	0	4.070556309	0.737
934	Charlie Moore	R	71	180	0.26	36	25.10216227	1	6	"(25,32]"	1	0	0	36	0	0	48.84667571	0.737
935	Ralph Garr	L	71	185	0.31	75	25.79944455	1	8.660254038	"(25,32]"	0	1	0	0	75	0	237.3417722	0.316
936	Tommy John	R	75	180	0.16	5	22.496	1	2.236067977	"(16,23]"	1	0	0	5	0	0	6.784260516	0.737
937	Bruce Benedict	R	73	175	0.24	18	23.08594483	1	4.242640687	"(23,25]"	1	0	0	18	0	0	24.42333786	0.737
938	John Ellis	R	74	225	0.26	69	28.88513514	1	8.306623863	"(25,32]"	1	0	0	69	0	0	93.62279512	0.737
939	Wes Parker	B	73	180	0.27	64	23.74554325	1	8	"(23,25]"	0	0	1	0	0	64	615.3846154	0.104
940	Mel Stottlemyre	R	72	190	0	0	25.7658179	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
941	David Green	R	75	170	0.27	31	21.24622222	1	5.567764363	"(16,23]"	1	0	0	31	0	0	42.0624152	0.737
942	Reid Nichols	R	71	165	0.27	22	23.01031541	1	4.69041576	"(23,25]"	1	0	0	22	0	0	29.85074627	0.737
943	Rick Reichardt	R	75	210	0.26	116	26.24533333	1	10.77032961	"(25,32]"	1	0	0	116	0	0	157.394844	0.737
944	Luis Tiant	R	72	180	0.16	5	24.40972222	1	2.236067977	"(23,25]"	1	0	0	5	0	0	6.784260516	0.737
945	Alex Sanchez	R	74	185	0	0	23.75	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
946	Broderick Perkins	L	70	180	0.27	8	25.8244898	1	2.828427125	"(25,32]"	0	1	0	0	8	0	25.3164557	0.316
947	Leon Roberts	R	75	200	0.27	78	24.99555556	1	8.831760866	"(23,25]"	1	0	0	78	0	0	105.834464	0.737
948	Ray Burris	R	77	200	0.15	1	23.71394839	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
949	Len Gabrielson	L	76	210	0.25	37	25.55921053	1	6.08276253	"(25,32]"	0	1	0	0	37	0	117.0886076	0.316
950	Johnny Edwards	L	76	220	0.24	81	26.77631579	1	9	"(25,32]"	0	1	0	0	81	0	256.3291139	0.316
951	Paul Wilmet	R	71	170	0	0	23.7075977	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
952	Tom Grieve	R	74	190	0.25	65	24.39189189	1	8.062257748	"(23,25]"	1	0	0	65	0	0	88.1953867	0.737
953	Bruce Ellingsen	L	72	180	0	0	24.40972222	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
954	Bob Forsch	R	76	200	0.21	12	24.34210526	1	3.464101615	"(23,25]"	1	0	0	12	0	0	16.28222524	0.737
955	Gorman Heimueller	L	76	195	0	0	23.73355263	0	0	"(23,25]"	0	1	0	0	0	0	0	0.316
956	Danny Cater	R	72	170	0.28	66	23.05362654	1	8.124038405	"(23,25]"	1	0	0	66	0	0	89.55223881	0.737
957	Bill Schroeder	R	74	200	0.24	61	25.67567568	1	7.810249676	"(25,32]"	1	0	0	61	0	0	82.76797829	0.737
958	Clay Dalrymple	L	72	190	0.23	55	25.7658179	1	7.416198487	"(25,32]"	0	1	0	0	55	0	174.0506329	0.316
959	Carlos May	L	71	200	0.27	90	27.89129141	1	9.486832981	"(25,32]"	0	1	0	0	90	0	284.8101266	0.316
960	Reggie Smith	B	72	180	0.29	314	24.40972222	1	17.72004515	"(23,25]"	0	0	1	0	0	314	3019.230769	0.104
961	Ron Reed	R	78	215	0.16	0	24.8430309	1	0	"(23,25]"	1	0	0	0	0	0	0	0.737
962	Fred Howard	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
963	Davey Johnson	R	73	170	0.26	136	22.42634641	1	11.66190379	"(16,23]"	1	0	0	136	0	0	184.531886	0.737
964	Ellis Valentine	R	76	205	0.28	123	24.95065789	1	11.09053651	"(23,25]"	1	0	0	123	0	0	166.8928087	0.737
965	Roy White	B	70	160	0.27	160	22.95510204	1	12.64911064	"(16,23]"	0	0	1	0	0	160	1538.461538	0.104
966	Mike Brumley	L	70	195	0.23	5	27.97653061	1	2.236067977	"(25,32]"	0	1	0	0	5	0	15.82278481	0.316
967	Al Luplow	L	70	175	0.24	33	25.10714286	1	5.744562647	"(25,32]"	0	1	0	0	33	0	104.4303797	0.316
968	John Hoover	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
969	Dick Allen	R	71	187	0.29	351	26.07835747	1	18.734994	"(25,32]"	1	0	0	351	0	0	476.2550882	0.737
970	Doug Ault	R	75	200	0.24	17	24.99555556	1	4.123105626	"(23,25]"	1	0	0	17	0	0	23.06648575	0.737
971	Mark Wagner	R	72	165	0.24	3	22.3755787	1	1.732050808	"(16,23]"	1	0	0	3	0	0	4.070556309	0.737
972	Mike Walters	R	77	203	0	0	24.06965762	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
973	Willie Stargell	L	74	188	0.28	475	24.13513514	1	21.79449472	"(23,25]"	0	1	0	0	475	0	1503.164557	0.316
974	Steve Carlton	L	76	210	0.2	13	25.55921053	1	3.605551275	"(25,32]"	0	1	0	0	13	0	41.13924051	0.316
975	Jake Wood	R	73	163	0.25	35	21.50290861	1	5.916079783	"(16,23]"	1	0	0	35	0	0	47.48982361	0.737
976	Del Unser	L	73	180	0.26	87	23.74554325	1	9.327379053	"(23,25]"	0	1	0	0	87	0	275.3164557	0.316
977	Bob Brower	R	71	185	0.24	17	25.79944455	1	4.123105626	"(25,32]"	1	0	0	17	0	0	23.06648575	0.737
978	Ray Culp	R	72	200	0.12	1	27.12191358	1	1	"(25,32]"	1	0	0	1	0	0	1.356852103	0.737
979	Ivan Murrell	R	74	195	0.24	33	25.03378378	1	5.744562647	"(25,32]"	1	0	0	33	0	0	44.7761194	0.737
980	Lee Mazzilli	B	73	180	0.26	93	23.74554325	1	9.643650761	"(23,25]"	0	0	1	0	0	93	894.2307692	0.104
981	Garth Iorg	R	71	170	0.26	20	23.7075977	1	4.472135955	"(23,25]"	1	0	0	20	0	0	27.13704206	0.737
982	Alan Ashby	B	74	185	0.25	90	23.75	1	9.486832981	"(23,25]"	0	0	1	0	0	90	865.3846154	0.104
983	Bob Brenly	R	74	210	0.25	91	26.95945946	1	9.539392014	"(25,32]"	1	0	0	91	0	0	123.4735414	0.737
984	Ron Blomberg	L	73	195	0.29	52	25.72433853	1	7.211102551	"(25,32]"	0	1	0	0	52	0	164.556962	0.316
985	Jim Rooker	R	72	195	0.2	7	26.44386574	1	2.645751311	"(25,32]"	1	0	0	7	0	0	9.497964722	0.737
986	Tim Blackwell	B	71	170	0.23	6	23.7075977	1	2.449489743	"(23,25]"	0	0	1	0	0	6	57.69230769	0.104
987	Colby Ward	R	74	185	0	0	23.75	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
988	Jerry Morales	R	70	155	0.26	95	22.2377551	1	9.746794345	"(16,23]"	1	0	0	95	0	0	128.9009498	0.737
989	Davey Lopes	R	69	170	0.26	155	25.10186936	1	12.4498996	"(25,32]"	1	0	0	155	0	0	210.312076	0.737
990	Catfish Hunter	R	72	190	0.23	6	25.7658179	1	2.449489743	"(25,32]"	1	0	0	6	0	0	8.141112619	0.737
991	Mario Soto	R	72	174	0.13	1	23.59606481	1	1	"(23,25]"	1	0	0	1	0	0	1.356852103	0.737
992	Jimmy Wynn	R	70	160	0.25	291	22.95510204	1	17.05872211	"(16,23]"	1	0	0	291	0	0	394.843962	0.737
993	Hank Allen	R	72	190	0.24	6	25.7658179	1	2.449489743	"(25,32]"	1	0	0	6	0	0	8.141112619	0.737
994	Jim Fregosi	R	73	190	0.27	151	25.0647401	1	12.28820573	"(25,32]"	1	0	0	151	0	0	204.8846676	0.737
995	Pepe Frias	R	70	159	0.24	1	22.81163265	1	1	"(16,23]"	1	0	0	1	0	0	1.356852103	0.737
996	Mike Schmidt	R	74	195	0.27	548	25.03378378	1	23.40939982	"(25,32]"	1	0	0	548	0	0	743.5549525	0.737
997	Willie Montanez	L	72	170	0.28	139	23.05362654	1	11.78982612	"(23,25]"	0	1	0	0	139	0	439.8734177	0.316
998	Rey Quinones	R	71	160	0.24	29	22.31303313	1	5.385164807	"(16,23]"	1	0	0	29	0	0	39.34871099	0.737
999	Mike Squires	L	71	185	0.26	6	25.79944455	1	2.449489743	"(25,32]"	0	1	0	0	6	0	18.98734177	0.316
1000	Champ Summers	L	74	205	0.26	54	26.31756757	1	7.348469228	"(25,32]"	0	1	0	0	54	0	170.8860759	0.316
1001	Chuck Porter	R	75	187	0	0	23.37084444	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1002	Bert Campaneris	R	70	160	0.26	79	22.95510204	1	8.888194417	"(16,23]"	1	0	0	79	0	0	107.1913161	0.737
1003	Bobby Valentine	R	70	189	0.26	12	27.11571429	1	3.464101615	"(25,32]"	1	0	0	12	0	0	16.28222524	0.737
1004	Rob Andrews	R	72	185	0.25	3	25.08777006	1	1.732050808	"(25,32]"	1	0	0	3	0	0	4.070556309	0.737
1005	Tom Haller	L	76	195	0.26	134	23.73355263	1	11.5758369	"(23,25]"	0	1	0	0	134	0	424.0506329	0.316
1006	Tom Dozier	R	74	190	0	0	24.39189189	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1007	Ed Stroud	L	71	180	0.24	14	25.10216227	1	3.741657387	"(25,32]"	0	1	0	0	14	0	44.30379747	0.316
1008	Ron Swoboda	R	74	195	0.24	73	25.03378378	1	8.544003745	"(25,32]"	1	0	0	73	0	0	99.05020353	0.737
1009	Harry Spilman	L	73	180	0.24	18	23.74554325	1	4.242640687	"(23,25]"	0	1	0	0	18	0	56.96202532	0.316
1010	Bob Barton	R	72	175	0.23	9	23.73167438	1	3	"(23,25]"	1	0	0	9	0	0	12.21166893	0.737
1011	Daryl Sconiers	L	74	185	0.27	15	23.75	1	3.872983346	"(23,25]"	0	1	0	0	15	0	47.46835443	0.316
1012	Joe Torre	R	74	212	0.3	252	27.21621622	1	15.87450787	"(25,32]"	1	0	0	252	0	0	341.92673	0.737
1013	Al Ferrara	R	73	200	0.26	51	26.38393695	1	7.141428429	"(25,32]"	1	0	0	51	0	0	69.19945726	0.737
1014	Rick Steirer	R	76	200	0	0	24.34210526	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1015	Sixto Lezcano	R	70	165	0.27	148	23.67244898	1	12.16552506	"(23,25]"	1	0	0	148	0	0	200.8141113	0.737
1016	Al Lachowicz	R	75	198	0	0	24.7456	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1017	Dave Nicholson	R	74	215	0.21	61	27.60135135	1	7.810249676	"(25,32]"	1	0	0	61	0	0	82.76797829	0.737
1018	Freddie Patek	R	65	148	0.24	41	24.62579882	1	6.403124237	"(23,25]"	1	0	0	41	0	0	55.63093623	0.737
1019	Ken Hubbs	R	74	175	0.25	14	22.46621622	1	3.741657387	"(16,23]"	1	0	0	14	0	0	18.99592944	0.737
1020	Pepe Mangual	R	70	157	0.24	16	22.52469388	1	4	"(16,23]"	1	0	0	16	0	0	21.70963365	0.737
1021	Leron Lee	L	72	196	0.25	31	26.57947531	1	5.567764363	"(25,32]"	0	1	0	0	31	0	98.10126582	0.316
1022	Tom McCarthy	R	72	180	0	0	24.40972222	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1023	Steve Ontiveros	B	72	185	0.27	24	25.08777006	1	4.898979486	"(25,32]"	0	0	1	0	0	24	230.7692308	0.104
1024	Willie Davis	L	74	180	0.28	182	23.10810811	1	13.49073756	"(23,25]"	0	1	0	0	182	0	575.9493671	0.316
1025	Tom Lawless	R	71	170	0.21	2	23.7075977	1	1.414213562	"(23,25]"	1	0	0	2	0	0	2.713704206	0.737
1026	Jerry Moses	R	75	210	0.25	25	26.24533333	1	5	"(25,32]"	1	0	0	25	0	0	33.92130258	0.737
1027	Bobby Bonds	R	73	190	0.27	332	25.0647401	1	18.22086716	"(25,32]"	1	0	0	332	0	0	450.4748982	0.737
1028	Dave McNally	R	71	185	0.13	9	25.79944455	1	3	"(25,32]"	1	0	0	9	0	0	12.21166893	0.737
1029	Darrell Brown	B	72	184	0.27	1	24.95216049	1	1	"(23,25]"	0	0	1	0	0	1	9.615384615	0.104
1030	Roy Foster	R	72	185	0.25	45	25.08777006	1	6.708203932	"(25,32]"	1	0	0	45	0	0	61.05834464	0.737
1031	Denis Menke	R	72	185	0.25	101	25.08777006	1	10.04987562	"(25,32]"	1	0	0	101	0	0	137.0420624	0.737
1032	Hal Breeden	R	74	200	0.24	21	25.67567568	1	4.582575695	"(25,32]"	1	0	0	21	0	0	28.49389417	0.737
1033	Manny Trillo	R	73	150	0.26	61	19.78795271	1	7.810249676	"(16,23]"	1	0	0	61	0	0	82.76797829	0.737
1034	Jackie Gutierrez	R	71	175	0.24	4	24.40487998	1	2	"(23,25]"	1	0	0	4	0	0	5.427408412	0.737
1035	Jerry Kenney	L	73	170	0.24	7	22.42634641	1	2.645751311	"(16,23]"	0	1	0	0	7	0	22.15189873	0.316
1036	Fred Kendall	R	73	185	0.23	31	24.40514168	1	5.567764363	"(23,25]"	1	0	0	31	0	0	42.0624152	0.737
1037	Mike Anderson	R	74	200	0.25	28	25.67567568	1	5.291502622	"(25,32]"	1	0	0	28	0	0	37.99185889	0.737
1038	Jim Lewis	R	75	190	0	0	23.74577778	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1039	Joe Charboneau	R	74	205	0.27	29	26.31756757	1	5.385164807	"(25,32]"	1	0	0	29	0	0	39.34871099	0.737
1040	Jimmie Schaffer	R	69	170	0.22	11	25.10186936	1	3.31662479	"(25,32]"	1	0	0	11	0	0	14.92537313	0.737
1041	Junior Kennedy	R	71	175	0.25	4	24.40487998	1	2	"(23,25]"	1	0	0	4	0	0	5.427408412	0.737
1042	Wilbur Howard	B	74	170	0.25	6	21.82432432	1	2.449489743	"(16,23]"	0	0	1	0	0	6	57.69230769	0.104
1043	Rod Gilbreath	R	74	180	0.25	14	23.10810811	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
1044	Mark Brouhard	R	73	210	0.26	25	27.7031338	1	5	"(25,32]"	1	0	0	25	0	0	33.92130258	0.737
1045	Dan Morogiello	L	73	200	0	0	26.38393695	0	0	"(25,32]"	0	1	0	0	0	0	0	0.316
1046	Mike Young	B	74	195	0.25	72	25.03378378	1	8.485281374	"(25,32]"	0	0	1	0	0	72	692.3076923	0.104
1047	Chris Speier	R	73	175	0.25	112	23.08594483	1	10.58300524	"(23,25]"	1	0	0	112	0	0	151.9674355	0.737
1048	Gene Michael	B	74	183	0.23	15	23.49324324	1	3.872983346	"(23,25]"	0	0	1	0	0	15	144.2307692	0.104
1049	Vic Harris	B	71	165	0.22	13	23.01031541	1	3.605551275	"(23,25]"	0	0	1	0	0	13	125	0.104
1050	Mike Fischlin	R	73	165	0.22	3	21.76674798	1	1.732050808	"(16,23]"	1	0	0	3	0	0	4.070556309	0.737
1051	Don Money	R	73	170	0.26	176	22.42634641	1	13.26649916	"(16,23]"	1	0	0	176	0	0	238.8059701	0.737
1052	Joe Rudi	R	74	200	0.26	179	25.67567568	1	13.37908816	"(25,32]"	1	0	0	179	0	0	242.8765265	0.737
1053	Jim Rice	R	74	200	0.3	382	25.67567568	1	19.54482029	"(25,32]"	1	0	0	382	0	0	518.3175034	0.737
1054	Shawn Holman	R	74	185	0	0	23.75	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1055	Alan Wirth	R	76	190	0	0	23.125	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1056	Gil Garrido	R	69	150	0.24	1	22.14870825	1	1	"(16,23]"	1	0	0	1	0	0	1.356852103	0.737
1057	Marty Perez	R	71	160	0.25	22	22.31303313	1	4.69041576	"(16,23]"	1	0	0	22	0	0	29.85074627	0.737
1058	Tom Matchick	L	73	173	0.22	4	22.82210546	1	2	"(16,23]"	0	1	0	0	4	0	12.65822785	0.316
1059	Jack Perconte	L	70	160	0.27	2	22.95510204	1	1.414213562	"(16,23]"	0	1	0	0	2	0	6.329113924	0.316
1060	Ed Kirkpatrick	L	71	195	0.24	85	27.19400913	1	9.219544457	"(25,32]"	0	1	0	0	85	0	268.9873418	0.316
1061	Jerry Grote	R	70	185	0.25	39	26.54183673	1	6.244997998	"(25,32]"	1	0	0	39	0	0	52.91723202	0.737
1062	Ellie Hendricks	L	73	175	0.22	62	23.08594483	1	7.874007874	"(23,25]"	0	1	0	0	62	0	196.2025316	0.316
1063	Jim Beauchamp	R	74	190	0.23	14	24.39189189	1	3.741657387	"(23,25]"	1	0	0	14	0	0	18.99592944	0.737
1064	Terry Wilshusen	R	74	210	0	0	26.95945946	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1065	Tito Fuentes	B	71	175	0.27	45	24.40487998	1	6.708203932	"(23,25]"	0	0	1	0	0	45	432.6923077	0.104
1066	Ron Brand	R	67	167	0.24	3	26.15304077	1	1.732050808	"(25,32]"	1	0	0	3	0	0	4.070556309	0.737
1067	Leo Cardenas	R	71	150	0.26	118	20.91846856	1	10.86278049	"(16,23]"	1	0	0	118	0	0	160.1085482	0.737
1068	Art Shamsky	L	73	168	0.25	68	22.16250704	1	8.246211251	"(16,23]"	0	1	0	0	68	0	215.1898734	0.316
1069	Steve Ellsworth	R	80	220	0	0	24.165625	0	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1070	Ron Cey	R	70	185	0.26	316	26.54183673	1	17.77638883	"(25,32]"	1	0	0	316	0	0	428.7652646	0.737
1071	Skip Jutze	R	71	190	0.22	3	26.49672684	1	1.732050808	"(25,32]"	1	0	0	3	0	0	4.070556309	0.737
1072	Butch Wynegar	B	73	190	0.26	65	25.0647401	1	8.062257748	"(25,32]"	0	0	1	0	0	65	625	0.104
1073	Ron LeFlore	R	72	200	0.29	59	27.12191358	1	7.681145748	"(25,32]"	1	0	0	59	0	0	80.05427408	0.737
1074	Bill Russell	R	72	175	0.26	46	23.73167438	1	6.782329983	"(23,25]"	1	0	0	46	0	0	62.41519674	0.737
1075	Gene Tenace	R	72	190	0.24	201	25.7658179	1	14.17744688	"(25,32]"	1	0	0	201	0	0	272.7272727	0.737
1076	Bubba Morton	R	70	175	0.27	14	25.10714286	1	3.741657387	"(25,32]"	1	0	0	14	0	0	18.99592944	0.737
1077	Ellie Rodriguez	R	71	185	0.25	16	25.79944455	1	4	"(25,32]"	1	0	0	16	0	0	21.70963365	0.737
1078	Darrel Chaney	B	74	188	0.22	14	24.13513514	1	3.741657387	"(23,25]"	0	0	1	0	0	14	134.6153846	0.104
1079	Dick Nen	L	74	200	0.22	21	25.67567568	1	4.582575695	"(25,32]"	0	1	0	0	21	0	66.4556962	0.316
1080	Bryan Kelly	R	74	195	0	0	25.03378378	0	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1081	Bill Freehan	R	75	203	0.26	200	25.37048889	1	14.14213562	"(25,32]"	1	0	0	200	0	0	271.3704206	0.737
1082	Steve Nicosia	R	70	185	0.25	11	26.54183673	1	3.31662479	"(25,32]"	1	0	0	11	0	0	14.92537313	0.737
1083	Ted Savage	R	73	185	0.23	34	24.40514168	1	5.830951895	"(23,25]"	1	0	0	34	0	0	46.13297151	0.737
1084	Pete Mackanin	R	74	190	0.23	30	24.39189189	1	5.477225575	"(23,25]"	1	0	0	30	0	0	40.70556309	0.737
1085	Rich Dauer	R	72	180	0.26	43	24.40972222	1	6.557438524	"(23,25]"	1	0	0	43	0	0	58.34464043	0.737
1086	Mick Kelleher	R	69	176	0.21	0	25.98781769	1	0	"(25,32]"	1	0	0	0	0	0	0	0.737
1087	Rowland Office	L	72	170	0.26	32	23.05362654	1	5.656854249	"(23,25]"	0	1	0	0	32	0	101.2658228	0.316
1088	Rick Leach	L	73	180	0.27	18	23.74554325	1	4.242640687	"(23,25]"	0	1	0	0	18	0	56.96202532	0.316
1089	Dwayne Murphy	L	73	185	0.25	166	24.40514168	1	12.88409873	"(23,25]"	0	1	0	0	166	0	525.3164557	0.316
1090	Larry Harlow	L	74	185	0.25	12	23.75	1	3.464101615	"(23,25]"	0	1	0	0	12	0	37.97468354	0.316
1091	Mike Epstein	L	75	230	0.24	130	28.74488889	1	11.40175425	"(25,32]"	0	1	0	0	130	0	411.3924051	0.316
1092	Jerry Mumphrey	B	74	185	0.29	70	23.75	1	8.366600265	"(23,25]"	0	0	1	0	0	70	673.0769231	0.104
1093	Don Sutton	R	73	185	0.14	0	24.40514168	1	0	"(23,25]"	1	0	0	0	0	0	0	0.737
1094	Glenn Beckert	R	73	190	0.28	22	25.0647401	1	4.69041576	"(25,32]"	1	0	0	22	0	0	29.85074627	0.737
1095	Ron Davis	R	72	175	0.23	10	23.73167438	1	3.16227766	"(23,25]"	1	0	0	10	0	0	13.56852103	0.737
